BIN ID,Date,TIME,WEEK NO,FILL LEVEL(IN LITRES),TOTAL(LITRES),FILL PERCENTAGE,LOCATION ,LATITUDE,LONGITUDE,TEMPERATURE( IN ⁰C),BATTERY LEVEL ,FILL LEVEL INDICATOR(Above 550)
BIN 2,12/28/2021,02:00:00 AM,5,54,660,8%,GUINDY ,13.0067 ⁰N,80.2206⁰E,24.6,89%,FALSE
BIN 2,12/28/2021,03:00:00 AM,5,76,660,12%,GUINDY ,13.0067 ⁰N,80.2206⁰E,24.8,89%,FALSE
BIN 2,12/28/2021,04:00:00 AM,5,98,660,15%,GUINDY ,13.0067 ⁰N,80.2206⁰E,25,89%,FALSE
BIN 2,12/28/2021,05:00:00 AM,5,120,660,18%,GUINDY ,13.0067 ⁰N,80.2206⁰E,26.2,89%,FALSE
BIN 2,12/28/2021,06:00:00 AM,5,142,660,22%,GUINDY ,13.0067 ⁰N,80.2206⁰E,27,89%,FALSE
BIN 2,12/28/2021,07:00:00 AM,5,164,660,25%,GUINDY ,13.0067 ⁰N,80.2206⁰E,28.3,89%,FALSE
BIN 2,12/28/2021,08:00:00 AM,5,186,660,28%,GUINDY ,13.0067 ⁰N,80.2206⁰E,28.3,89%,FALSE
BIN 2,12/28/2021,09:00:00 AM,5,208,660,32%,GUINDY ,13.0067 ⁰N,80.2206⁰E,29,89%,FALSE
BIN 2,12/28/2021,10:00:00 AM,5,230,660,35%,GUINDY ,13.0067 ⁰N,80.2206⁰E,32,89%,FALSE
BIN 2,12/28/2021,11:00:00 AM,5,252,660,38%,GUINDY ,13.0067 ⁰N,80.2206⁰E,34,89%,FALSE
BIN 2,12/28/2021,12:00:00 PM,5,274,660,42%,GUINDY ,13.0067 ⁰N,80.2206⁰E,36.8,89%,FALSE
BIN 2,12/28/2021,01:00:00 PM,5,296,660,45%,GUINDY ,13.0067 ⁰N,80.2206⁰E,38.9,89%,FALSE
BIN 2,12/28/2021,02:00:00 PM,5,318,660,48%,GUINDY ,13.0067 ⁰N,80.2206⁰E,40.4,89%,FALSE
BIN 2,12/28/2021,03:00:00 PM,5,340,660,52%,GUINDY ,13.0067 ⁰N,80.2206⁰E,40.4,88%,FALSE
BIN 2,12/28/2021,04:00:00 PM,5,362,660,55%,GUINDY ,13.0067 ⁰N,80.2206⁰E,40.8,88%,FALSE
BIN 2,12/28/2021,05:00:00 PM,5,384,660,58%,GUINDY ,13.0067 ⁰N,80.2206⁰E,42.5,88%,FALSE
BIN 2,12/28/2021,06:00:00 PM,5,406,660,62%,GUINDY ,13.0067 ⁰N,80.2206⁰E,37.3,88%,FALSE
BIN 2,12/28/2021,07:00:00 PM,5,428,660,65%,GUINDY ,13.0067 ⁰N,80.2206⁰E,37.8,88%,FALSE
BIN 2,12/28/2021,08:00:00 PM,5,450,660,68%,GUINDY ,13.0067 ⁰N,80.2206⁰E,37.5,88%,FALSE
BIN 2,12/28/2021,09:00:00 PM,5,472,660,72%,GUINDY ,13.0067 ⁰N,80.2206⁰E,37,88%,FALSE
BIN 2,12/28/2021,10:00:00 PM,5,494,660,75%,GUINDY ,13.0067 ⁰N,80.2206⁰E,36.5,88%,FALSE
BIN 2,12/28/2021,11:00:00 PM,5,516,660,78%,GUINDY ,13.0067 ⁰N,80.2206⁰E,32,88%,FALSE
BIN 2,12/29/2021,12:00:00 AM,5,9,660,1%,GUINDY ,13.0067 ⁰N,80.2206⁰E,24,88%,FALSE
BIN 2,12/29/2021,01:00:00 AM,5,35,660,5%,GUINDY ,13.0067 ⁰N,80.2206⁰E,24.6,88%,FALSE
BIN 2,12/29/2021,02:00:00 AM,5,61,660,9%,GUINDY ,13.0067 ⁰N,80.2206⁰E,24.6,88%,FALSE
BIN 2,12/29/2021,03:00:00 AM,5,87,660,13%,GUINDY ,13.0067 ⁰N,80.2206⁰E,24.8,88%,FALSE
BIN 2,12/29/2021,04:00:00 AM,5,113,660,17%,GUINDY ,13.0067 ⁰N,80.2206⁰E,25,88%,FALSE
BIN 2,12/29/2021,05:00:00 AM,5,139,660,21%,GUINDY ,13.0067 ⁰N,80.2206⁰E,26.2,88%,FALSE
BIN 2,12/29/2021,06:00:00 AM,5,165,660,25%,GUINDY ,13.0067 ⁰N,80.2206⁰E,27,88%,FALSE
BIN 2,12/29/2021,07:00:00 AM,5,191,660,29%,GUINDY ,13.0067 ⁰N,80.2206⁰E,28.3,88%,FALSE
BIN 2,12/29/2021,08:00:00 AM,5,217,660,33%,GUINDY ,13.0067 ⁰N,80.2206⁰E,28.3,88%,FALSE
BIN 2,12/29/2021,09:00:00 AM,5,243,660,37%,GUINDY ,13.0067 ⁰N,80.2206⁰E,29,88%,FALSE
BIN 2,12/29/2021,10:00:00 AM,5,269,660,41%,GUINDY ,13.0067 ⁰N,80.2206⁰E,32,88%,FALSE
BIN 2,12/29/2021,11:00:00 AM,5,295,660,45%,GUINDY ,13.0067 ⁰N,80.2206⁰E,34,88%,FALSE
BIN 2,12/29/2021,12:00:00 PM,5,321,660,49%,GUINDY ,13.0067 ⁰N,80.2206⁰E,36.8,88%,FALSE
BIN 2,12/29/2021,01:00:00 PM,5,347,660,53%,GUINDY ,13.0067 ⁰N,80.2206⁰E,38.9,88%,FALSE
BIN 2,12/29/2021,02:00:00 PM,5,373,660,57%,GUINDY ,13.0067 ⁰N,80.2206⁰E,40.4,88%,FALSE
BIN 2,12/29/2021,03:00:00 PM,5,399,660,60%,GUINDY ,13.0067 ⁰N,80.2206⁰E,40.4,88%,FALSE
BIN 2,12/29/2021,04:00:00 PM,5,425,660,64%,GUINDY ,13.0067 ⁰N,80.2206⁰E,40.8,88%,FALSE
BIN 2,12/29/2021,05:00:00 PM,5,451,660,68%,GUINDY ,13.0067 ⁰N,80.2206⁰E,42.5,88%,FALSE
BIN 2,12/29/2021,06:00:00 PM,5,477,660,72%,GUINDY ,13.0067 ⁰N,80.2206⁰E,37.3,88%,FALSE
BIN 2,12/29/2021,07:00:00 PM,5,503,660,76%,GUINDY ,13.0067 ⁰N,80.2206⁰E,37.8,88%,FALSE
BIN 2,12/29/2021,08:00:00 PM,5,529,660,80%,GUINDY ,13.0067 ⁰N,80.2206⁰E,37.5,88%,FALSE
BIN 2,12/29/2021,09:00:00 PM,5,555,660,84%,GUINDY ,13.0067 ⁰N,80.2206⁰E,37,88%,TRUE
BIN 2,12/29/2021,10:00:00 PM,5,581,660,88%,GUINDY ,13.0067 ⁰N,80.2206⁰E,36.5,88%,TRUE
BIN 2,12/29/2021,11:00:00 PM,5,607,660,92%,GUINDY ,13.0067 ⁰N,80.2206⁰E,32,88%,TRUE
BIN 2,12/30/2021,12:00:00 AM,5,9,660,1%,GUINDY ,13.0067 ⁰N,80.2206⁰E,24,88%,FALSE
BIN 2,12/30/2021,01:00:00 AM,5,32,660,5%,GUINDY ,13.0067 ⁰N,80.2206⁰E,24.6,88%,FALSE
BIN 2,12/30/2021,02:00:00 AM,5,55,660,8%,GUINDY ,13.0067 ⁰N,80.2206⁰E,24.6,88%,FALSE
BIN 2,12/30/2021,03:00:00 AM,5,78,660,12%,GUINDY ,13.0067 ⁰N,80.2206⁰E,24.8,87%,FALSE
BIN 2,12/30/2021,04:00:00 AM,5,101,660,15%,GUINDY ,13.0067 ⁰N,80.2206⁰E,25,87%,FALSE
BIN 2,12/30/2021,05:00:00 AM,5,124,660,19%,GUINDY ,13.0067 ⁰N,80.2206⁰E,26.2,87%,FALSE
BIN 2,12/30/2021,06:00:00 AM,5,147,660,22%,GUINDY ,13.0067 ⁰N,80.2206⁰E,27,87%,FALSE
BIN 2,12/30/2021,07:00:00 AM,5,170,660,26%,GUINDY ,13.0067 ⁰N,80.2206⁰E,28.3,87%,FALSE
BIN 2,12/30/2021,08:00:00 AM,5,193,660,29%,GUINDY ,13.0067 ⁰N,80.2206⁰E,28.3,87%,FALSE
BIN 2,12/30/2021,09:00:00 AM,5,216,660,33%,GUINDY ,13.0067 ⁰N,80.2206⁰E,29,87%,FALSE
BIN 2,12/30/2021,10:00:00 AM,5,239,660,36%,GUINDY ,13.0067 ⁰N,80.2206⁰E,32,87%,FALSE
BIN 2,12/30/2021,11:00:00 AM,5,262,660,40%,GUINDY ,13.0067 ⁰N,80.2206⁰E,34,87%,FALSE
BIN 2,12/30/2021,12:00:00 PM,5,285,660,43%,GUINDY ,13.0067 ⁰N,80.2206⁰E,36.8,87%,FALSE
BIN 2,12/30/2021,01:00:00 PM,5,308,660,47%,GUINDY ,13.0067 ⁰N,80.2206⁰E,38.9,87%,FALSE
BIN 2,12/30/2021,02:00:00 PM,5,331,660,50%,GUINDY ,13.0067 ⁰N,80.2206⁰E,40.4,87%,FALSE
BIN 2,12/30/2021,03:00:00 PM,5,354,660,54%,GUINDY ,13.0067 ⁰N,80.2206⁰E,40.4,87%,FALSE
BIN 2,12/30/2021,04:00:00 PM,5,377,660,57%,GUINDY ,13.0067 ⁰N,80.2206⁰E,40.8,87%,FALSE
BIN 2,12/30/2021,05:00:00 PM,5,400,660,61%,GUINDY ,13.0067 ⁰N,80.2206⁰E,42.5,87%,FALSE
BIN 2,12/30/2021,06:00:00 PM,5,423,660,64%,GUINDY ,13.0067 ⁰N,80.2206⁰E,37.3,87%,FALSE
BIN 2,12/30/2021,07:00:00 PM,5,446,660,68%,GUINDY ,13.0067 ⁰N,80.2206⁰E,37.8,87%,FALSE
BIN 2,12/30/2021,08:00:00 PM,5,469,660,71%,GUINDY ,13.0067 ⁰N,80.2206⁰E,37.5,87%,FALSE
BIN 2,12/30/2021,09:00:00 PM,5,492,660,75%,GUINDY ,13.0067 ⁰N,80.2206⁰E,37,87%,FALSE
BIN 2,12/30/2021,10:00:00 PM,5,515,660,78%,GUINDY ,13.0067 ⁰N,80.2206⁰E,36.5,87%,FALSE
BIN 2,12/30/2021,11:00:00 PM,5,538,660,82%,GUINDY ,13.0067 ⁰N,80.2206⁰E,32,87%,FALSE
BIN 2,12/31/2021,12:00:00 AM,5,2,660,0%,GUINDY ,13.0067 ⁰N,80.2206⁰E,24,87%,FALSE
BIN 2,12/31/2021,01:00:00 AM,5,30,660,5%,GUINDY ,13.0067 ⁰N,80.2206⁰E,24.6,87%,FALSE
BIN 2,12/31/2021,02:00:00 AM,5,58,660,9%,GUINDY ,13.0067 ⁰N,80.2206⁰E,24.6,87%,FALSE
BIN 2,12/31/2021,03:00:00 AM,5,86,660,13%,GUINDY ,13.0067 ⁰N,80.2206⁰E,24.8,87%,FALSE
BIN 2,12/31/2021,04:00:00 AM,5,114,660,17%,GUINDY ,13.0067 ⁰N,80.2206⁰E,25,87%,FALSE
BIN 2,12/31/2021,05:00:00 AM,5,142,660,22%,GUINDY ,13.0067 ⁰N,80.2206⁰E,26.2,87%,FALSE
BIN 2,12/31/2021,06:00:00 AM,5,170,660,26%,GUINDY ,13.0067 ⁰N,80.2206⁰E,27,87%,FALSE
BIN 2,12/31/2021,07:00:00 AM,5,198,660,30%,GUINDY ,13.0067 ⁰N,80.2206⁰E,28.3,87%,FALSE
BIN 2,12/31/2021,08:00:00 AM,5,226,660,34%,GUINDY ,13.0067 ⁰N,80.2206⁰E,28.3,87%,FALSE
BIN 2,12/31/2021,09:00:00 AM,5,254,660,38%,GUINDY ,13.0067 ⁰N,80.2206⁰E,29,87%,FALSE
BIN 2,12/31/2021,10:00:00 AM,5,282,660,43%,GUINDY ,13.0067 ⁰N,80.2206⁰E,32,87%,FALSE
BIN 2,12/31/2021,11:00:00 AM,5,310,660,47%,GUINDY ,13.0067 ⁰N,80.2206⁰E,34,87%,FALSE
BIN 2,12/31/2021,12:00:00 PM,5,338,660,51%,GUINDY ,13.0067 ⁰N,80.2206⁰E,36.8,87%,FALSE
BIN 2,12/31/2021,01:00:00 PM,5,366,660,55%,GUINDY ,13.0067 ⁰N,80.2206⁰E,38.9,87%,FALSE
BIN 2,12/31/2021,02:00:00 PM,5,394,660,60%,GUINDY ,13.0067 ⁰N,80.2206⁰E,40.4,87%,FALSE
BIN 2,12/31/2021,03:00:00 PM,5,422,660,64%,GUINDY ,13.0067 ⁰N,80.2206⁰E,40.4,87%,FALSE
BIN 2,12/31/2021,04:00:00 PM,5,450,660,68%,GUINDY ,13.0067 ⁰N,80.2206⁰E,40.8,87%,FALSE
BIN 2,12/31/2021,05:00:00 PM,5,478,660,72%,GUINDY ,13.0067 ⁰N,80.2206⁰E,42.5,87%,FALSE
BIN 2,12/31/2021,06:00:00 PM,5,506,660,77%,GUINDY ,13.0067 ⁰N,80.2206⁰E,37.3,87%,FALSE
BIN 2,12/31/2021,07:00:00 PM,5,534,660,81%,GUINDY ,13.0067 ⁰N,80.2206⁰E,37.8,87%,FALSE
BIN 2,12/31/2021,08:00:00 PM,5,562,660,85%,GUINDY ,13.0067 ⁰N,80.2206⁰E,37.5,87%,TRUE
BIN 2,12/31/2021,09:00:00 PM,5,590,660,89%,GUINDY ,13.0067 ⁰N,80.2206⁰E,37,87%,TRUE
BIN 2,12/31/2021,10:00:00 PM,5,618,660,94%,GUINDY ,13.0067 ⁰N,80.2206⁰E,36.5,87%,TRUE
BIN 2,12/31/2021,11:00:00 PM,5,519,660,79%,GUINDY ,13.0067 ⁰N,80.2206⁰E,32,87%,FALSE
BIN 3,12/1/2021,12:00:00 AM,1,5,660,1%,PORUR,13.0382° N,80.1565° E,24,100%,FALSE
BIN 3,12/1/2021,01:00:00 AM,1,32,660,5%,PORUR,13.0382° N,80.1565° E,24.6,100%,FALSE
BIN 3,12/1/2021,02:00:00 AM,1,59,660,9%,PORUR,13.0382° N,80.1565° E,24.6,100%,FALSE
BIN 3,12/1/2021,03:00:00 AM,1,86,660,13%,PORUR,13.0382° N,80.1565° E,24.8,100%,FALSE
BIN 3,12/1/2021,04:00:00 AM,1,113,660,17%,PORUR,13.0382° N,80.1565° E,25,100%,FALSE
BIN 3,12/1/2021,05:00:00 AM,1,140,660,21%,PORUR,13.0382° N,80.1565° E,26.2,100%,FALSE
BIN 3,12/1/2021,06:00:00 AM,1,167,660,25%,PORUR,13.0382° N,80.1565° E,27,100%,FALSE
BIN 3,12/1/2021,07:00:00 AM,1,194,660,29%,PORUR,13.0382° N,80.1565° E,28.3,100%,FALSE
BIN 3,12/1/2021,08:00:00 AM,1,221,660,33%,PORUR,13.0382° N,80.1565° E,28.3,100%,FALSE
BIN 3,12/1/2021,09:00:00 AM,1,248,660,38%,PORUR,13.0382° N,80.1565° E,29,100%,FALSE
BIN 3,12/1/2021,10:00:00 AM,1,275,660,42%,PORUR,13.0382° N,80.1565° E,32,100%,FALSE
BIN 3,12/1/2021,11:00:00 AM,1,302,660,46%,PORUR,13.0382° N,80.1565° E,34,100%,FALSE
BIN 3,12/1/2021,12:00:00 PM,1,329,660,50%,PORUR,13.0382° N,80.1565° E,36.8,100%,FALSE
BIN 3,12/1/2021,01:00:00 PM,1,356,660,54%,PORUR,13.0382° N,80.1565° E,38.9,100%,FALSE
BIN 3,12/1/2021,02:00:00 PM,1,383,660,58%,PORUR,13.0382° N,80.1565° E,40.4,100%,FALSE
BIN 3,12/1/2021,03:00:00 PM,1,410,660,62%,PORUR,13.0382° N,80.1565° E,40.4,100%,FALSE
BIN 3,12/1/2021,04:00:00 PM,1,437,660,66%,PORUR,13.0382° N,80.1565° E,40.8,100%,FALSE
BIN 3,12/1/2021,05:00:00 PM,1,464,660,70%,PORUR,13.0382° N,80.1565° E,42.5,100%,FALSE
BIN 3,12/1/2021,06:00:00 PM,1,491,660,74%,PORUR,13.0382° N,80.1565° E,37.3,100%,FALSE
BIN 3,12/1/2021,07:00:00 PM,1,518,660,78%,PORUR,13.0382° N,80.1565° E,37.8,100%,FALSE
BIN 3,12/1/2021,08:00:00 PM,1,545,660,83%,PORUR,13.0382° N,80.1565° E,37.5,100%,FALSE
BIN 3,12/1/2021,09:00:00 PM,1,572,660,87%,PORUR,13.0382° N,80.1565° E,37,100%,TRUE
BIN 3,12/1/2021,10:00:00 PM,1,599,660,91%,PORUR,13.0382° N,80.1565° E,36.5,100%,TRUE
BIN 3,12/1/2021,11:00:00 PM,1,619,660,94%,PORUR,13.0382° N,80.1565° E,32,100%,TRUE
BIN 3,12/2/2021,12:00:00 AM,1,6,660,1%,PORUR,13.0382° N,80.1565° E,30,100%,FALSE
BIN 3,12/2/2021,01:00:00 AM,1,25,660,4%,PORUR,13.0382° N,80.1565° E,31.2,100%,FALSE
BIN 3,12/2/2021,02:00:00 AM,1,44,660,7%,PORUR,13.0382° N,80.1565° E,31.2,100%,FALSE
BIN 3,12/2/2021,03:00:00 AM,1,63,660,10%,PORUR,13.0382° N,80.1565° E,31.8,100%,FALSE
BIN 3,12/2/2021,04:00:00 AM,1,82,660,12%,PORUR,13.0382° N,80.1565° E,33.1,100%,FALSE
BIN 3,12/2/2021,05:00:00 AM,1,101,660,15%,PORUR,13.0382° N,80.1565° E,33.8,100%,FALSE
BIN 3,12/2/2021,06:00:00 AM,1,120,660,18%,PORUR,13.0382° N,80.1565° E,37.3,100%,FALSE
BIN 3,12/2/2021,07:00:00 AM,1,139,660,21%,PORUR,13.0382° N,80.1565° E,37.8,100%,FALSE
BIN 3,12/2/2021,08:00:00 AM,1,158,660,24%,PORUR,13.0382° N,80.1565° E,37.5,100%,FALSE
BIN 3,12/2/2021,09:00:00 AM,1,177,660,27%,PORUR,13.0382° N,80.1565° E,37,100%,FALSE
BIN 3,12/2/2021,10:00:00 AM,1,196,660,30%,PORUR,13.0382° N,80.1565° E,36.5,100%,FALSE
BIN 3,12/2/2021,11:00:00 AM,1,215,660,33%,PORUR,13.0382° N,80.1565° E,32,100%,FALSE
BIN 3,12/2/2021,12:00:00 PM,1,234,660,35%,PORUR,13.0382° N,80.1565° E,24,100%,FALSE
BIN 3,12/2/2021,01:00:00 PM,1,253,660,38%,PORUR,13.0382° N,80.1565° E,24.6,100%,FALSE
BIN 3,12/2/2021,02:00:00 PM,1,272,660,41%,PORUR,13.0382° N,80.1565° E,24.6,100%,FALSE
BIN 3,12/2/2021,03:00:00 PM,1,291,660,44%,PORUR,13.0382° N,80.1565° E,24.8,100%,FALSE
BIN 3,12/2/2021,04:00:00 PM,1,310,660,47%,PORUR,13.0382° N,80.1565° E,25,100%,FALSE
BIN 3,12/2/2021,05:00:00 PM,1,329,660,50%,PORUR,13.0382° N,80.1565° E,26.2,100%,FALSE
BIN 3,12/2/2021,06:00:00 PM,1,348,660,53%,PORUR,13.0382° N,80.1565° E,27,100%,FALSE
BIN 3,12/2/2021,07:00:00 PM,1,367,660,56%,PORUR,13.0382° N,80.1565° E,28.3,100%,FALSE
BIN 3,12/2/2021,08:00:00 PM,1,386,660,58%,PORUR,13.0382° N,80.1565° E,28.3,100%,FALSE
BIN 3,12/2/2021,09:00:00 PM,1,405,660,61%,PORUR,13.0382° N,80.1565° E,29,100%,FALSE
BIN 3,12/2/2021,10:00:00 PM,1,424,660,64%,PORUR,13.0382° N,80.1565° E,32,100%,FALSE
BIN 3,12/2/2021,11:00:00 PM,1,518,660,78%,PORUR,13.0382° N,80.1565° E,34.20,100%,FALSE
BIN 3,12/3/2021,12:00:00 AM,1,3,660,0%,PORUR,13.0382° N,80.1565° E,35.20,100%,FALSE
BIN 3,12/3/2021,01:00:00 AM,1,25,660,4%,PORUR,13.0382° N,80.1565° E,36.20,100%,FALSE
BIN 3,12/3/2021,02:00:00 AM,1,47,660,7%,PORUR,13.0382° N,80.1565° E,37.20,100%,FALSE
BIN 3,12/3/2021,03:00:00 AM,1,69,660,10%,PORUR,13.0382° N,80.1565° E,38.20,100%,FALSE
BIN 3,12/3/2021,04:00:00 AM,1,91,660,14%,PORUR,13.0382° N,80.1565° E,39.20,100%,FALSE
BIN 3,12/3/2021,05:00:00 AM,1,113,660,17%,PORUR,13.0382° N,80.1565° E,40.20,100%,FALSE
BIN 3,12/3/2021,06:00:00 AM,1,135,660,20%,PORUR,13.0382° N,80.1565° E,41.20,100%,FALSE
BIN 3,12/3/2021,07:00:00 AM,1,157,660,24%,PORUR,13.0382° N,80.1565° E,42.20,100%,FALSE
BIN 3,12/3/2021,08:00:00 AM,1,179,660,27%,PORUR,13.0382° N,80.1565° E,43.20,100%,FALSE
BIN 3,12/3/2021,09:00:00 AM,1,201,660,30%,PORUR,13.0382° N,80.1565° E,44.20,100%,FALSE
BIN 3,12/3/2021,10:00:00 AM,1,223,660,34%,PORUR,13.0382° N,80.1565° E,45.20,100%,FALSE
BIN 3,12/3/2021,11:00:00 AM,1,245,660,37%,PORUR,13.0382° N,80.1565° E,46.20,100%,FALSE
BIN 3,12/3/2021,12:00:00 PM,1,267,660,40%,PORUR,13.0382° N,80.1565° E,47.20,100%,FALSE
BIN 3,12/3/2021,01:00:00 PM,1,289,660,44%,PORUR,13.0382° N,80.1565° E,48.20,100%,FALSE
BIN 3,12/3/2021,02:00:00 PM,1,311,660,47%,PORUR,13.0382° N,80.1565° E,49.20,100%,FALSE
BIN 3,12/3/2021,03:00:00 PM,1,333,660,50%,PORUR,13.0382° N,80.1565° E,50.20,100%,FALSE
BIN 3,12/3/2021,04:00:00 PM,1,355,660,54%,PORUR,13.0382° N,80.1565° E,51.20,100%,FALSE
BIN 3,12/3/2021,05:00:00 PM,1,377,660,57%,PORUR,13.0382° N,80.1565° E,52.20,100%,FALSE
BIN 3,12/3/2021,06:00:00 PM,1,399,660,60%,PORUR,13.0382° N,80.1565° E,53.20,100%,FALSE
BIN 3,12/3/2021,07:00:00 PM,1,421,660,64%,PORUR,13.0382° N,80.1565° E,54.20,100%,FALSE
BIN 3,12/3/2021,08:00:00 PM,1,443,660,67%,PORUR,13.0382° N,80.1565° E,55.20,100%,FALSE
BIN 3,12/3/2021,09:00:00 PM,1,465,660,70%,PORUR,13.0382° N,80.1565° E,56.20,100%,FALSE
BIN 3,12/3/2021,10:00:00 PM,1,487,660,74%,PORUR,13.0382° N,80.1565° E,57.20,100%,FALSE
BIN 3,12/3/2021,11:00:00 PM,1,511,660,77%,PORUR,13.0382° N,80.1565° E,58.20,100%,FALSE
BIN 3,12/4/2021,12:00:00 AM,1,0,660,0%,PORUR,13.0382° N,80.1565° E,24,100%,FALSE
BIN 3,12/4/2021,01:00:00 AM,1,26,660,4%,PORUR,13.0382° N,80.1565° E,24.6,100%,FALSE
BIN 3,12/4/2021,02:00:00 AM,1,52,660,8%,PORUR,13.0382° N,80.1565° E,24.6,100%,FALSE
BIN 3,12/4/2021,03:00:00 AM,1,78,660,12%,PORUR,13.0382° N,80.1565° E,24.8,100%,FALSE
BIN 3,12/4/2021,04:00:00 AM,1,104,660,16%,PORUR,13.0382° N,80.1565° E,25,100%,FALSE
BIN 3,12/4/2021,05:00:00 AM,1,130,660,20%,PORUR,13.0382° N,80.1565° E,26.2,100%,FALSE
BIN 3,12/4/2021,06:00:00 AM,1,156,660,24%,PORUR,13.0382° N,80.1565° E,27,100%,FALSE
BIN 3,12/4/2021,07:00:00 AM,1,182,660,28%,PORUR,13.0382° N,80.1565° E,28.3,100%,FALSE
BIN 3,12/4/2021,08:00:00 AM,1,208,660,32%,PORUR,13.0382° N,80.1565° E,28.3,100%,FALSE
BIN 3,12/4/2021,09:00:00 AM,1,234,660,35%,PORUR,13.0382° N,80.1565° E,29,100%,FALSE
BIN 3,12/4/2021,10:00:00 AM,1,260,660,39%,PORUR,13.0382° N,80.1565° E,32,100%,FALSE
BIN 3,12/4/2021,11:00:00 AM,1,286,660,43%,PORUR,13.0382° N,80.1565° E,34,100%,FALSE
BIN 3,12/4/2021,12:00:00 PM,1,312,660,47%,PORUR,13.0382° N,80.1565° E,36.8,99%,FALSE
BIN 3,12/4/2021,01:00:00 PM,1,338,660,51%,PORUR,13.0382° N,80.1565° E,38.9,99%,FALSE
BIN 3,12/4/2021,02:00:00 PM,1,364,660,55%,PORUR,13.0382° N,80.1565° E,40.4,99%,FALSE
BIN 3,12/4/2021,03:00:00 PM,1,390,660,59%,PORUR,13.0382° N,80.1565° E,40.4,99%,FALSE
BIN 3,12/4/2021,04:00:00 PM,1,416,660,63%,PORUR,13.0382° N,80.1565° E,40.8,99%,FALSE
BIN 3,12/4/2021,05:00:00 PM,1,442,660,67%,PORUR,13.0382° N,80.1565° E,42.5,99%,FALSE
BIN 3,12/4/2021,06:00:00 PM,1,468,660,71%,PORUR,13.0382° N,80.1565° E,37.3,99%,FALSE
BIN 3,12/4/2021,07:00:00 PM,1,494,660,75%,PORUR,13.0382° N,80.1565° E,37.8,99%,FALSE
BIN 3,12/4/2021,08:00:00 PM,1,520,660,79%,PORUR,13.0382° N,80.1565° E,37.5,99%,FALSE
BIN 3,12/4/2021,09:00:00 PM,1,546,660,83%,PORUR,13.0382° N,80.1565° E,37,99%,FALSE
BIN 3,12/4/2021,10:00:00 PM,1,572,660,87%,PORUR,13.0382° N,80.1565° E,36.5,99%,TRUE
BIN 3,12/4/2021,11:00:00 PM,1,612,660,93%,PORUR,13.0382° N,80.1565° E,32,99%,TRUE
BIN 3,12/5/2021,12:00:00 AM,2,3,660,0%,PORUR,13.0382° N,80.1565° E,24,99%,FALSE
BIN 3,12/5/2021,01:00:00 AM,2,32,660,5%,PORUR,13.0382° N,80.1565° E,24.6,99%,FALSE
BIN 3,12/5/2021,02:00:00 AM,2,61,660,9%,PORUR,13.0382° N,80.1565° E,24.6,99%,FALSE
BIN 3,12/5/2021,03:00:00 AM,2,90,660,14%,PORUR,13.0382° N,80.1565° E,24.8,99%,FALSE
BIN 3,12/5/2021,04:00:00 AM,2,119,660,18%,PORUR,13.0382° N,80.1565° E,25,99%,FALSE
BIN 3,12/5/2021,05:00:00 AM,2,148,660,22%,PORUR,13.0382° N,80.1565° E,26.2,99%,FALSE
BIN 3,12/5/2021,06:00:00 AM,2,177,660,27%,PORUR,13.0382° N,80.1565° E,27,99%,FALSE
BIN 3,12/5/2021,07:00:00 AM,2,206,660,31%,PORUR,13.0382° N,80.1565° E,28.3,99%,FALSE
BIN 3,12/5/2021,08:00:00 AM,2,235,660,36%,PORUR,13.0382° N,80.1565° E,28.3,99%,FALSE
BIN 3,12/5/2021,09:00:00 AM,2,264,660,40%,PORUR,13.0382° N,80.1565° E,29,99%,FALSE
BIN 3,12/5/2021,10:00:00 AM,2,293,660,44%,PORUR,13.0382° N,80.1565° E,32,99%,FALSE
BIN 3,12/5/2021,11:00:00 AM,2,322,660,49%,PORUR,13.0382° N,80.1565° E,34,99%,FALSE
BIN 3,12/5/2021,12:00:00 PM,2,351,660,53%,PORUR,13.0382° N,80.1565° E,36.8,99%,FALSE
BIN 3,12/5/2021,01:00:00 PM,2,380,660,58%,PORUR,13.0382° N,80.1565° E,38.9,99%,FALSE
BIN 3,12/5/2021,02:00:00 PM,2,409,660,62%,PORUR,13.0382° N,80.1565° E,40.4,99%,FALSE
BIN 3,12/5/2021,03:00:00 PM,2,438,660,66%,PORUR,13.0382° N,80.1565° E,40.4,99%,FALSE
BIN 3,12/5/2021,04:00:00 PM,2,467,660,71%,PORUR,13.0382° N,80.1565° E,40.8,99%,FALSE
BIN 3,12/5/2021,05:00:00 PM,2,496,660,75%,PORUR,13.0382° N,80.1565° E,42.5,99%,FALSE
BIN 3,12/5/2021,06:00:00 PM,2,525,660,80%,PORUR,13.0382° N,80.1565° E,37.3,99%,FALSE
BIN 3,12/5/2021,07:00:00 PM,2,554,660,84%,PORUR,13.0382° N,80.1565° E,37.8,99%,TRUE
BIN 3,12/5/2021,08:00:00 PM,2,583,660,88%,PORUR,13.0382° N,80.1565° E,37.5,99%,TRUE
BIN 3,12/5/2021,09:00:00 PM,2,612,660,93%,PORUR,13.0382° N,80.1565° E,37,99%,TRUE
BIN 3,12/5/2021,10:00:00 PM,2,641,660,97%,PORUR,13.0382° N,80.1565° E,36.5,99%,TRUE
